filename,Fc_glycan_to_FcR_glycan_Fnat_tot_contacts_recovered_10A,delta_std_interface_interaction_energy,yhh_planarity,pro_close,hbond_sr_bb,delta_interface_sasa,delta_total_score,delta_hbonds,hbond_sc,hbond_lr_bb,total_score,fa_dun,fa_atr,delta_Fc_glycan_sasa_contributed,delta_pseudo_interface_energy,Fc_glycan_rmsd_after_reset,std_interface_interaction_energy,rmsd,sugar_bb,p_aa_pp,fa_elec,Fc_glycan_rmsd_after_packmin,pseudo_interface_energy,Fc_glycan_to_Fc_protein_Fnat_tot_contacts_recovered_10A,Fc_glycan_sasa_contributed,dslf_fa13,fa_sol,MonteCarlo_acceptance_rate,ref,hbonds,hbond_bb_sc,fa_intra_rep,interface_sasa,fa_rep,omega,GlcNAc_to_its_Phe_contacts_5A,atom_pair_constraint,Fc_glycan_rmsd,rama
50_sugar_small_moves_471.pdb,100.0,0.206315392765,0.292,0.239,-48.330,5.06530231218,-6.19975265062,-5,-67.760,-200.397,-1259.27,685.683,-2780.397,-109.071504777,5.95286937375,4.99849626494,-62.329834704,0.0,30.682,-111.099,-314.862,5.87245215375,-34.8046274287,94.85,-2625.47348262,-5.889,789.770,66.0,-32.392,457,-48.567,552.896,-2580.20151902,287.614,60.812,2,4.169,0.894884409978,-61.735
50_sugar_small_moves_108.pdb,100.0,0.319703874497,0.294,0.118,-48.330,-89.7674496046,22.5425645846,-2,-67.093,-200.981,-1230.53,689.082,-2784.955,-177.321162371,8.70035724846,5.47570999474,-62.2164462223,0.0,36.823,-111.099,-316.876,5.37375271803,-32.057139554,82.47,-2693.72314022,-5.889,794.633,56.0,-32.392,460,-49.045,552.764,-2675.03427094,299.658,60.812,2,13.682,2.55814569624,-61.735
50_sugar_small_moves_727.pdb,87.5,0.471215782472,0.288,0.331,-48.330,44.7633746541,20.6657878744,-3,-66.947,-200.932,-1232.4,687.166,-2773.066,45.9264077685,9.80622522092,5.32691247905,-62.0649343143,0.0,32.927,-111.099,-310.865,9.68039475184,-30.9512715815,88.66,-2470.47557008,-5.889,787.033,70.0,-32.392,459,-48.394,552.093,-2540.50344668,295.788,60.812,2,10.808,1.720335979,-61.735
50_sugar_small_moves_906.pdb,87.5,3.90109981097,0.294,0.239,-48.330,-102.210181095,72.0401254731,-7,-64.135,-200.091,-1181.03,689.340,-2777.562,-279.675236167,10.4871689888,7.03008712061,-58.6350502858,0.0,44.953,-111.099,-313.917,7.50038666215,-30.2703278136,85.57,-2796.07721401,-5.889,792.651,68.0,-32.392,455,-49.734,555.382,-2687.47700243,317.574,60.812,1,22.609,1.99507959973,-61.735
50_sugar_small_moves_237.pdb,100.0,0.68143803659,0.292,0.239,-48.330,-41.2216594517,4.19546249869,0,-67.492,-202.506,-1248.87,685.426,-2781.806,-41.802567083,6.1627512453,4.61056620442,-61.8547120602,0.0,34.808,-111.099,-315.671,4.47924678645,-34.5947455571,85.57,-2558.20454493,-5.889,791.146,64.0,-32.392,462,-49.668,556.699,-2626.48848079,290.896,60.812,2,7.395,1.60753586509,-61.735
50_sugar_small_moves_483.pdb,87.5,0.526246966437,0.295,0.118,-48.330,43.6475352427,81.6652977795,-4,-66.653,-201.441,-1171.41,688.897,-2773.804,160.708792756,14.3078388836,6.34967028972,-62.0099031304,0.0,35.626,-111.099,-316.190,8.99763972162,-26.4496579188,79.38,-2355.69318509,-5.889,790.129,54.0,-32.392,458,-49.370,557.319,-2541.61928609,337.986,60.812,1,24.317,2.18787249765,-61.735
50_sugar_small_moves_410.pdb,87.5,0.381882431993,0.294,3.261,-48.330,26.8424890351,34.3530516996,0,-68.337,-200.939,-1218.72,690.638,-2780.164,-294.689543534,4.46019142146,7.44283141237,-62.1542676648,0.0,35.401,-111.099,-318.567,11.1528218145,-36.297305381,92.78,-2811.09152138,-5.889,793.330,60.0,-32.392,462,-50.712,553.710,-2558.4243323,313.055,60.812,1,8.945,2.18225986917,-61.735
50_sugar_small_moves_910.pdb,100.0,0.305471553982,0.298,3.139,-48.330,-11.6700160526,60.6192580538,-6,-66.160,-200.804,-1192.45,690.931,-2783.031,-93.1914210172,6.83116415039,4.79718056393,-62.2306785428,0.0,36.949,-111.099,-316.981,4.63212519192,-33.926332652,88.66,-2609.59339886,-5.889,794.569,56.0,-32.392,456,-51.080,558.653,-2596.93683739,315.830,60.812,0,23.869,2.3285758457,-61.735
50_sugar_small_moves_519.pdb,87.5,0.588169779377,0.294,0.392,-48.330,30.8079546657,19.4810947739,-6,-67.474,-200.091,-1233.59,686.036,-2778.200,20.4998772061,8.02734710263,4.34038360644,-61.9479803174,0.0,37.107,-111.099,-315.247,7.94136170398,-32.7301496998,87.63,-2495.90210064,-5.889,791.334,68.0,-32.392,456,-48.461,553.743,-2554.45886667,297.333,60.812,2,8.277,1.74178429534,-61.735
50_sugar_small_moves_187.pdb,87.5,3.39741189558,0.299,0.188,-48.330,-17.3462068741,224.869711823,-6,-67.739,-200.545,-1028.2,689.792,-2781.725,-17.4119320952,25.2225824374,6.98722576748,-59.1387382012,0.0,52.131,-111.099,-314.602,9.87921514135,-15.534914365,87.63,-2533.81390994,-5.889,799.913,58.0,-32.392,456,-48.984,558.148,-2602.61302821,344.813,60.812,1,138.745,6.03860534215,-61.735
